Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QD,Crops processed,3,Albania,5510,Production,564,Wine,2011,2011,tonnes,38000,F,FAO estimate
QD,Crops processed,3,Albania,5510,Production,564,Wine,2012,2012,tonnes,37000,F,FAO estimate
QD,Crops processed,3,Albania,5510,Production,564,Wine,2013,2013,tonnes,38000,F,FAO estimate
QD,Crops processed,3,Albania,5510,Production,564,Wine,2014,2014,tonnes,17500,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1961,1961,tonnes,1363194,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1962,1962,tonnes,1500000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1963,1963,tonnes,1257523,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1964,1964,tonnes,1047703,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1965,1965,tonnes,1402600,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1966,1966,tonnes,682229,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1967,1967,tonnes,644607,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1968,1968,tonnes,995000,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1969,1969,tonnes,871050,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1970,1970,tonnes,869200,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1971,1971,tonnes,924700,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1972,1972,tonnes,575338,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1973,1973,tonnes,590984,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1974,1974,tonnes,628172,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1975,1975,tonnes,431900,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1976,1976,tonnes,378273,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1977,1977,tonnes,254876,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1978,1978,tonnes,184000,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1979,1979,tonnes,270976,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1980,1980,tonnes,283751,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1981,1981,tonnes,266888,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1982,1982,tonnes,151400,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1983,1983,tonnes,187567,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1984,1984,tonnes,139380,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1985,1985,tonnes,93810,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1986,1986,tonnes,90630,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1987,1987,tonnes,91780,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1988,1988,tonnes,62100,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1989,1989,tonnes,50373,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1990,1990,tonnes,48500,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1991,1991,tonnes,46000,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1992,1992,tonnes,40957,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1993,1993,tonnes,65000,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1994,1994,tonnes,50000,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1995,1995,tonnes,57100,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1996,1996,tonnes,39200,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1997,1997,tonnes,35700,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1998,1998,tonnes,36000,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,1999,1999,tonnes,42156,,Official data
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2000,2000,tonnes,42362,*,Unofficial figure
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2001,2001,tonnes,42000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2002,2002,tonnes,50000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2003,2003,tonnes,60000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2004,2004,tonnes,85000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2005,2005,tonnes,90000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2006,2006,tonnes,105000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2007,2007,tonnes,52000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2008,2008,tonnes,50000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2009,2009,tonnes,58840,Im,FAO data based on imputation methodology
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2010,2010,tonnes,47500,Im,FAO data based on imputation methodology
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2011,2011,tonnes,48000,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2012,2012,tonnes,49200,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2013,2013,tonnes,49800,F,FAO estimate
QD,Crops processed,4,Algeria,5510,Production,564,Wine,2014,2014,tonnes,52000,F,FAO estimate
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1961,1961,tonnes,1675000,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1962,1962,tonnes,1917200,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1963,1963,tonnes,2074400,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1964,1964,tonnes,1953300,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1965,1965,tonnes,1827100,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1966,1966,tonnes,2191700,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1967,1967,tonnes,2817100,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1968,1968,tonnes,1951300,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1969,1969,tonnes,1791600,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1970,1970,tonnes,1835975,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1971,1971,tonnes,2178317,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1972,1972,tonnes,1998649,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1973,1973,tonnes,2256700,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1974,1974,tonnes,2718321,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1975,1975,tonnes,2210306,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1976,1976,tonnes,2819747,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1977,1977,tonnes,2331870,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1978,1978,tonnes,2026665,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1979,1979,tonnes,2634705,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1980,1980,tonnes,2348998,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1981,1981,tonnes,2179881,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1982,1982,tonnes,2518070,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1983,1983,tonnes,2471916,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1984,1984,tonnes,1880833,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1985,1985,tonnes,1574083,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1986,1986,tonnes,1857060,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1987,1987,tonnes,2601780,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1988,1988,tonnes,2062947,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1989,1989,tonnes,2031751,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1990,1990,tonnes,1403630,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1991,1991,tonnes,1450027,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1992,1992,tonnes,1435007,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1993,1993,tonnes,1447084,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1994,1994,tonnes,1817290,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1995,1995,tonnes,1644300,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1996,1996,tonnes,1268100,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1997,1997,tonnes,1350030,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1998,1998,tonnes,1267338,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,1999,1999,tonnes,1588770,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2000,2000,tonnes,1253700,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2001,2001,tonnes,1583500,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2002,2002,tonnes,1269500,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2003,2003,tonnes,1322500,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2004,2004,tonnes,1546400,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2005,2005,tonnes,1522200,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2006,2006,tonnes,1539600,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2007,2007,tonnes,1504600,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2008,2008,tonnes,1467642,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2009,2009,tonnes,1213547,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2010,2010,tonnes,1608826,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2011,2011,tonnes,1531791,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2012,2012,tonnes,1166025,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2013,2013,tonnes,1498380,,Official data
QD,Crops processed,9,Argentina,5510,Production,564,Wine,2014,2014,tonnes,1498380,Im,FAO data based on imputation methodology
QD,Crops processed,1,Armenia,5510,Production,564,Wine,1992,1992,tonnes,25760,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,1993,1993,tonnes,27350,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,1994,1994,tonnes,23580,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,1995,1995,tonnes,10400,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,1996,1996,tonnes,7800,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,1997,1997,tonnes,4890,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,1998,1998,tonnes,2380,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,1999,1999,tonnes,5640,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2000,2000,tonnes,4220,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2001,2001,tonnes,6970,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2002,2002,tonnes,4630,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2003,2003,tonnes,2716,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2004,2004,tonnes,6793,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2005,2005,tonnes,7305,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2006,2006,tonnes,4374,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2007,2007,tonnes,4250,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2008,2008,tonnes,3807,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2009,2009,tonnes,4713,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2010,2010,tonnes,5865,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2011,2011,tonnes,6192,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2012,2012,tonnes,5808,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2013,2013,tonnes,6422,,Official data
QD,Crops processed,1,Armenia,5510,Production,564,Wine,2014,2014,tonnes,6174,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1961,1961,tonnes,153481,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1962,1962,tonnes,189732,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1963,1963,tonnes,135894,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1964,1964,tonnes,170639,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1965,1965,tonnes,176900,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1966,1966,tonnes,155132,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1967,1967,tonnes,188723,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1968,1968,tonnes,201074,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1969,1969,tonnes,235372,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1970,1970,tonnes,286900,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1971,1971,tonnes,254965,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1972,1972,tonnes,290239,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1973,1973,tonnes,279943,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1974,1974,tonnes,294700,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1975,1975,tonnes,361177,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1976,1976,tonnes,356245,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1977,1977,tonnes,383058,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1978,1978,tonnes,339577,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1979,1979,tonnes,335092,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1980,1980,tonnes,414237,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1981,1981,tonnes,374273,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1982,1982,tonnes,402700,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1983,1983,tonnes,340100,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1984,1984,tonnes,396244,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1985,1985,tonnes,451211,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1986,1986,tonnes,389200,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1987,1987,tonnes,401060,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1988,1988,tonnes,407772,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1989,1989,tonnes,499933,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1990,1990,tonnes,444584,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1991,1991,tonnes,394289,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1992,1992,tonnes,458501,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1993,1993,tonnes,461836,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1994,1994,tonnes,587377,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1995,1995,tonnes,502796,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1996,1996,tonnes,673445,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1997,1997,tonnes,617379,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1998,1998,tonnes,741547,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,1999,1999,tonnes,851143,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2000,2000,tonnes,806300,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2001,2001,tonnes,1016300,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2002,2002,tonnes,1150900,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2003,2003,tonnes,1085985,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2004,2004,tonnes,1471228,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2005,2005,tonnes,1433827,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2006,2006,tonnes,1429788,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2007,2007,tonnes,961972,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2008,2008,tonnes,1244780,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2009,2009,tonnes,1182624,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2010,2010,tonnes,1142297,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2011,2011,tonnes,1117836,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2012,2012,tonnes,1225919,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2013,2013,tonnes,1231012,,Official data
QD,Crops processed,10,Australia,5510,Production,564,Wine,2014,2014,tonnes,1186343,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1961,1961,tonnes,119500,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1962,1962,tonnes,90600,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1963,1963,tonnes,164400,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1964,1964,tonnes,284017,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1965,1965,tonnes,138737,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1966,1966,tonnes,145359,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1967,1967,tonnes,259438,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1968,1968,tonnes,247724,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1969,1969,tonnes,226528,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1970,1970,tonnes,309613,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1971,1971,tonnes,181279,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1972,1972,tonnes,259562,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1973,1973,tonnes,240431,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1974,1974,tonnes,166492,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1975,1975,tonnes,270447,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1976,1976,tonnes,290104,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1977,1977,tonnes,259402,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1978,1978,tonnes,336628,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1979,1979,tonnes,277301,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1980,1980,tonnes,308642,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1981,1981,tonnes,208517,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1982,1982,tonnes,490565,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1983,1983,tonnes,369793,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1984,1984,tonnes,251892,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1985,1985,tonnes,112566,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1986,1986,tonnes,222985,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1987,1987,tonnes,218362,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1988,1988,tonnes,350246,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1989,1989,tonnes,258086,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1990,1990,tonnes,316629,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1991,1991,tonnes,309326,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1992,1992,tonnes,258822,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1993,1993,tonnes,186548,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1994,1994,tonnes,264664,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1995,1995,tonnes,222897,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1996,1996,tonnes,211033,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1997,1997,tonnes,180193,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1998,1998,tonnes,270317,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,1999,1999,tonnes,280338,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2000,2000,tonnes,233841,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2001,2001,tonnes,253058,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2002,2002,tonnes,259908,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2003,2003,tonnes,252989,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2004,2004,tonnes,273456,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2005,2005,tonnes,226402,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2006,2006,tonnes,225630,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2007,2007,tonnes,262803,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2008,2008,tonnes,299372,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2009,2009,tonnes,235188,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2010,2010,tonnes,173745,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2011,2011,tonnes,281476,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2012,2012,tonnes,215475,,Official data
QD,Crops processed,11,Austria,5510,Production,564,Wine,2013,2013,tonnes,239195,,Official data
